os,channel,current_version,previous_version,current_reldate,previous_reldate,branch_base_commit,branch_base_position,branch_commit,base_webkit_position,true_branch,v8_version
linux,stable,44.0.2403.157,44.0.2403.155,08/20/15,08/11/15,f54b8097a9c45ed4ad308133d49f05325d6c5070,330231,a98efd23f85089e691fb11746538a3136c878094,195420,master,4.4.63.31
